LG	Marker	Position
2	Affx-86818398	21950654
2	Affx-86792452	21950894
2	Affx-86843482	21951028
2	Affx-86818622	22011443
2	Affx-86831653	22011976
2	Affx-86819558	22020223
2	Affx-86825633	22022007
2	Affx-86788978	22023761
2	Affx-86817043	22031337
2	Affx-86843760	22032596
2	Affx-86788618	22032738
2	Affx-86823787	22039104
2	Affx-86797177	22040073
2	Affx-86778213	22040239
2	Affx-86814036	22040483
2	Affx-86835270	22040793
2	Affx-86792357	22041865
2	Affx-86835885	22044050
2	Affx-86778554	22044166
2	Affx-86826096	22046249
2	Affx-86809621	22046285
2	Affx-86783018	22047648
2	Affx-86804588	22060759
2	Affx-86799439	22060924
2	Affx-86803519	22061069
2	Affx-86804590	22061491
2	Affx-86787318	22062253
2	Affx-86804583	22062311
2	Affx-86837438	22062503
2	Affx-86803518	22062874
2	Affx-86837440	22063011
2	Affx-86804586	22063084
2	Affx-86803517	22063245
2	Affx-86803516	22063294
2	Affx-86803515	22071800
2	Affx-86803514	22072277
2	Affx-86824059	22072342
2	Affx-86803523	22072716
2	Affx-86803522	22072777
2	Affx-86803521	22072873
2	Affx-86835956	22093843
2	Affx-86840087	22112595
2	Affx-86818369	22112661
2	Affx-86797096	22122209
2	Affx-86839432	22167218
2	Affx-86794521	22203559
2	Affx-86831114	22326406
2	Affx-86824405	22333774
2	Affx-86831221	22402884
2	Affx-86795018	22403487
2	Affx-86780818	22430460
2	Affx-86839032	22430537
2	Affx-86831933	22430565
2	Affx-86794896	22431032
2	Affx-86811964	22431856
2	Affx-86811965	22432540
2	Affx-86781690	22433712
2	Affx-86786549	22434904
2	Affx-86789809	22435124
2	Affx-86805328	22435479
2	Affx-86822288	22443136
2	Affx-86815126	22452526
2	Affx-86822731	22483622
2	Affx-86775945	22488251
2	Affx-86825340	22489053
2	Affx-86789456	22491480
2	Affx-86793724	22492800
2	Affx-86825032	22528016
2	Affx-86812704	22531061
2	Affx-86841534	22531840
2	Affx-86821500	22532053
2	Affx-86813067	22532320
2	Affx-86779466	22532416
2	Affx-86781374	22536769
2	Affx-86782088	22547749
2	Affx-86793554	22555236
2	Affx-86775665	22555490
2	Affx-86783280	22555554
2	Affx-86792697	22556707
2	Affx-86823017	22557161
2	Affx-86798751	22558843
2	Affx-86843060	22559328
2	Affx-86843112	22560128
2	Affx-86822622	22561836
2	Affx-86839905	22561894
2	Affx-86805684	22564540
2	Affx-86789701	22565207
2	Affx-86829589	22565321
2	Affx-86828004	22565650
2	Affx-86786189	22565854
2	Affx-86835855	22575788
2	Affx-86816649	22576839
2	Affx-86816791	22578709
2	Affx-86789965	22578871
2	Affx-86781303	22579708
2	Affx-86837408	22582548
2	Affx-86837407	22584246
2	Affx-86787380	22587283
2	Affx-86796980	22589122
2	Affx-86811731	22589345
2	Affx-86781122	22591219
2	Affx-86837742	22611477
2	Affx-86827127	22618860
2	Affx-86798758	22619650
2	Affx-86798157	22625532
2	Affx-86827882	22669026
2	Affx-86831960	22727653
2	Affx-86819057	22730962
2	Affx-86791527	22732590
2	Affx-86808674	22732834
2	Affx-86808676	22733672
2	Affx-86775207	22733812
2	Affx-86808679	22734021
2	Affx-86783698	22734169
2	Affx-86810708	22737655
2	Affx-86810710	22738399
2	Affx-86795338	22738497
2	Affx-86810713	22739353
2	Affx-86842454	22739584
2	Affx-86782304	22740326
2	Affx-86810701	22740592
2	Affx-86810704	22740670
2	Affx-86839129	22740678
2	Affx-86781369	22755403
2	Affx-86799956	22756413
2	Affx-86781364	22757511
2	Affx-86827333	22758779
2	Affx-86834020	22771748
2	Affx-86816894	22779407
2	Affx-86835141	22780108
2	Affx-86796025	22802846
2	Affx-86832766	22803081
2	Affx-86789557	22830191
2	Affx-86810827	22853250
2	Affx-86782217	22853496
2	Affx-86832905	22931716
2	Affx-86835196	22955519
2	Affx-86795766	22958261
2	Affx-86777587	22961728
2	Affx-86820760	22961932
2	Affx-86841515	22962261
2	Affx-86826851	22977996
2	Affx-86821639	23009947
2	Affx-86830542	23017207
2	Affx-86817017	23021939
2	Affx-86786257	23022773
2	Affx-86797798	23022823
2	Affx-86790069	23037482
2	Affx-86816337	23102074
2	Affx-86815805	23103615
2	Affx-86817399	23104347
2	Affx-86819949	23112930
2	Affx-86812806	23118003
2	Affx-86779785	23118060
2	Affx-86805091	23120521
2	Affx-86786810	23120576
2	Affx-86795499	23125356
2	Affx-86815109	23126035
2	Affx-86821365	23152268
2	Affx-86819454	23194026
2	Affx-86820567	23406795
2	Affx-86791147	23428038
2	Affx-86791359	23429515
2	Affx-86812693	23437295
2	Affx-86779926	23439293
2	Affx-86794500	23439548
2	Affx-86843750	23441742
2	Affx-86797238	23457110
2	Affx-86839486	23457348
2	Affx-86781242	23470772
2	Affx-86834875	23483582
2	Affx-86781094	23506423
2	Affx-86812005	23525685
2	Affx-86792791	23526155
2	Affx-86830216	23585293
2	Affx-86788935	23606460
2	Affx-86843676	23607287
2	Affx-86811405	23607536
2	Affx-86781503	23608553
2	Affx-86805244	23620059
2	Affx-86786648	23620318
2	Affx-86794706	23654337
2	Affx-86817117	23656548
2	Affx-86775186	23656613
2	Affx-86796035	23656751
2	Affx-86834866	23658915
2	Affx-86799843	23658978
2	Affx-86787183	23659297
2	Affx-86837490	23659353
2	Affx-86804710	23659910
2	Affx-86831963	23664474
2	Affx-86832230	23695180
2	Affx-86789216	23699652
2	Affx-86788131	23700155
2	Affx-86838681	23700161
2	Affx-86798468	23765278
2	Affx-86839745	23766278
2	Affx-86822026	23766717
2	Affx-86841230	23770157
2	Affx-86793483	23776128
2	Affx-86781712	23779129
2	Affx-86787660	23803363
2	Affx-86795769	23803547
2	Affx-86792900	23816106
2	Affx-86803216	23817056
2	Affx-86803215	23817066
2	Affx-86803214	23818641
2	Affx-86803213	23818806
2	Affx-86803212	23818857
2	Affx-86803211	23818893
2	Affx-86803210	23819037
2	Affx-86803209	23819502
2	Affx-86807646	23819540
2	Affx-86784480	23819667
2	Affx-86803208	23819730
2	Affx-86807637	23819937
2	Affx-86807642	23820543
2	Affx-86803207	23820753
2	Affx-86835942	23820808
2	Affx-86803217	23822958
2	Affx-86779276	23822960
2	Affx-86839908	23915149
2	Affx-86816387	23919630
2	Affx-86806902	23921099
2	Affx-86806905	23921154
2	Affx-86798772	23921583
2	Affx-86785046	23922103
2	Affx-86793042	23922841
2	Affx-86794402	23932111
2	Affx-86786550	23947403
2	Affx-86795462	23948677
2	Affx-86800308	23949093
2	Affx-86802107	23951266
2	Affx-86802116	23951475
2	Affx-86802119	23951720
2	Affx-86802120	23951922
2	Affx-86781175	23952179
2	Affx-86798129	23952388
2	Affx-86802104	23953182
2	Affx-86802105	23953245
2	Affx-86802106	23953782
2	Affx-86802108	23954283
2	Affx-86802109	23954346
2	Affx-86802110	23954563
2	Affx-86802111	23954742
2	Affx-86802112	23954885
2	Affx-86802113	23955006
2	Affx-86802114	23955297
2	Affx-86802115	23955868
2	Affx-86802117	23956601
2	Affx-86802118	23956664
2	Affx-86796776	23980048
2	Affx-86826424	23981500
2	Affx-86843596	23982224
2	Affx-86833296	23983912
2	Affx-86830245	23984147
2	Affx-86804721	23987910
2	Affx-86804719	23988108
2	Affx-86837494	23988164
2	Affx-86839311	23988681
2	Affx-86798183	23988752
2	Affx-86787175	23989174
2	Affx-86837497	23991788
2	Affx-86809845	24008659
2	Affx-86782868	24008876
2	Affx-86793539	24061836
2	Affx-86824230	24062725
2	Affx-86789295	24090275
2	Affx-86816260	24090459
2	Affx-86807607	24091552
2	Affx-86790285	24092342
2	Affx-86817136	24092378
2	Affx-86784506	24092405
2	Affx-86843958	24097925
2	Affx-86804978	24111241
2	Affx-86827862	24111429
2	Affx-86831469	24127046
2	Affx-86792399	24185989
2	Affx-86792343	24188806
2	Affx-86820162	24189008
2	Affx-86792807	24189841
2	Affx-86781005	24190158
2	Affx-86786966	24195858
2	Affx-86837577	24196730
2	Affx-86804931	24196766
2	Affx-86778170	24198116
2	Affx-86814073	24198152
2	Affx-86830825	24198875
2	Affx-86798656	24199532
2	Affx-86781613	24199598
2	Affx-86834514	24201932
2	Affx-86798937	24202523
2	Affx-86793123	24202809
2	Affx-86809099	24208759
2	Affx-86798250	24209048
2	Affx-86809097	24212205
2	Affx-86835941	24212972
2	Affx-86783371	24213145
2	Affx-86821444	24259076
2	Affx-86787048	24259201
2	Affx-86822298	24261235
2	Affx-86806484	24262223
2	Affx-86788364	24262990
2	Affx-86785428	24263206
2	Affx-86834811	24269754
2	Affx-86821421	24276209
2	Affx-86804684	24279390
2	Affx-86804686	24279962
2	Affx-86841790	24280381
2	Affx-86790725	24284011
2	Affx-86787214	24284440
2	Affx-86804677	24284640
2	Affx-86843920	24284844
2	Affx-86804678	24285465
2	Affx-86804681	24285582
2	Affx-86837481	24285958
2	Affx-86835047	24286069
2	Affx-86806159	24286995
2	Affx-86839975	24287359
2	Affx-86827348	24288946
2	Affx-86837826	24289126
2	Affx-86785715	24289237
2	Affx-86800263	24289318
2	Affx-86818469	24353766
2	Affx-86791558	24427966
2	Affx-86816547	24551108
2	Affx-86777639	24551460
2	Affx-86790636	24551651
2	Affx-86780028	24555341
2	Affx-86796007	24555927
2	Affx-86842696	24557001
2	Affx-86790403	24557111
2	Affx-86792237	24561051
2	Affx-86794556	24561420
2	Affx-86815257	24561921
2	Affx-86786766	24563644
2	Affx-86810727	24566469
2	Affx-86782285	24568392
2	Affx-86795308	24597934
2	Affx-86843199	24599218
2	Affx-86781814	24599371
2	Affx-86822551	24600456
2	Affx-86799202	24606436
2	Affx-86792908	24607764
2	Affx-86778230	24634769
2	Affx-86828383	24635345
2	Affx-86829151	24654248
2	Affx-86784681	24654974
2	Affx-86799765	24662554
2	Affx-86815121	24663050
2	Affx-86819487	24667108
2	Affx-86830454	24667680
2	Affx-86831570	24697129
2	Affx-86825007	24719110
2	Affx-86819610	24749731
2	Affx-86830749	24761004
2	Affx-86842734	24761544
2	Affx-86826268	24821618
2	Affx-86791491	24823037
2	Affx-86793789	24969905
2	Affx-86817620	24971662
2	Affx-86791727	24971880
2	Affx-86830641	25003909
2	Affx-86839977	25024361
2	Affx-86798886	25025258
2	Affx-86833125	25025299
2	Affx-86791119	25025857
2	Affx-86788237	25028224
2	Affx-86803740	25028536
2	Affx-86837067	25028557
2	Affx-86803741	25030414
2	Affx-86834262	25110876
2	Affx-86829357	25135029
2	Affx-86794718	25140874
2	Affx-86838145	25140934
2	Affx-86779559	25141521
2	Affx-86817897	25142788
2	Affx-86841900	25144291
2	Affx-86790601	25144381
2	Affx-86778603	25148364
2	Affx-86840173	25149050
2	Affx-86799116	25149547
2	Affx-86843535	25175639
2	Affx-86823478	25175753
2	Affx-86796803	25199930
2	Affx-86809952	25202703
2	Affx-86793500	25203080
2	Affx-86819817	25203601
2	Affx-86782802	25204011
2	Affx-86817020	25208590
2	Affx-86831190	25210123
2	Affx-86793960	25238897
2	Affx-86816588	25250560
2	Affx-86809229	25318571
2	Affx-86783287	25320139
2	Affx-86776629	25320992
2	Affx-86809233	25321819
2	Affx-86793635	25328067
2	Affx-86819951	25328204
2	Affx-86797207	25332271
2	Affx-86822059	25334078
2	Affx-86800445	25334351
2	Affx-86833554	25343183
2	Affx-86815600	25349451
2	Affx-86790246	25349599
2	Affx-86832563	25352743
2	Affx-86795664	25355492
2	Affx-86833991	25371259
2	Affx-86789086	25373787
2	Affx-86792796	25386526
2	Affx-86805765	25387705
2	Affx-86786114	25388162
2	Affx-86823534	25388332
2	Affx-86836606	25392613
2	Affx-86776502	25398845
2	Affx-86842648	25403979
2	Affx-86790893	25407610
2	Affx-86805146	25408826
2	Affx-86776598	25408953
2	Affx-86786744	25408972
2	Affx-86791413	25410185
2	Affx-86828916	25410847
2	Affx-86807991	25412175
2	Affx-86839484	25412491
2	Affx-86784194	25412876
2	Affx-86835975	25416073
2	Affx-86812027	25447280
2	Affx-86828462	25451753
2	Affx-86791834	25456351
2	Affx-86778684	25476675
2	Affx-86813689	25477137
2	Affx-86796311	25477677
2	Affx-86826747	25544187
2	Affx-86818258	25654756
2	Affx-86830357	25655688
2	Affx-86795204	25659627
2	Affx-86830302	25663338
2	Affx-86792078	25665041
2	Affx-86826581	25679083
2	Affx-86815028	25679410
2	Affx-86817213	25680417
2	Affx-86803776	25690143
2	Affx-86824072	25749726
2	Affx-86830874	25750081
2	Affx-86794399	25750253
2	Affx-86795610	25762672
2	Affx-86795467	25766876
2	Affx-86776290	25771983
2	Affx-86836180	25774446
2	Affx-86779100	25800593
2	Affx-86812982	25813833
2	Affx-86831720	25853821
2	Affx-86788188	25855179
2	Affx-86834062	25870982
2	Affx-86796685	25876062
2	Affx-86794176	25936715
2	Affx-86798424	25968795
2	Affx-86776493	25969045
2	Affx-86778685	26038192
2	Affx-86776324	26041231
2	Affx-86786252	26114770
2	Affx-86803775	26156397
2	Affx-86831447	26157401
2	Affx-86794199	26157479
2	Affx-86838605	26163876
2	Affx-86835043	26164170
2	Affx-86784869	26167300
2	Affx-86807132	26167768
2	Affx-86793808	26169272
2	Affx-86838930	26169456
2	Affx-86832578	26169917
2	Affx-86800225	26173309
2	Affx-86837853	26174040
2	Affx-86835172	26175358
2	Affx-86831777	26197583
2	Affx-86832247	26203383
2	Affx-86813664	26231261
2	Affx-86817038	26231299
2	Affx-86778717	26231339
2	Affx-86776699	26231347
2	Affx-86800365	26231785
2	Affx-86795702	26237727
2	Affx-86794443	26239485
2	Affx-86841079	26239886
2	Affx-86819404	26240108
2	Affx-86835327	26257779
2	Affx-86819946	26267432
2	Affx-86805598	26305255
2	Affx-86826312	26313153
2	Affx-86830528	26348624
2	Affx-86836442	26352848
2	Affx-86793137	26358220
2	Affx-86836890	26472467
2	Affx-86824340	26504526
2	Affx-86786274	26520129
2	Affx-86828710	26520882
2	Affx-86792775	26526614
2	Affx-86839650	26532282
2	Affx-86776768	26565468
2	Affx-86790132	26565678
2	Affx-86825963	26584811
2	Affx-86811495	26609866
2	Affx-86798965	26609907
2	Affx-86817517	26613861
2	Affx-86791494	26615084
2	Affx-86843270	26616775
2	Affx-86804960	26633072
2	Affx-86837591	26633145
2	Affx-86786931	26633240
2	Affx-86825764	26633546
2	Affx-86844061	26633595
2	Affx-86840566	26668624
2	Affx-86788322	26669266
2	Affx-86797416	26801059
2	Affx-86826231	26801862
2	Affx-86840597	26816778
2	Affx-86826786	26816907
2	Affx-86829752	26818942
2	Affx-86795105	26844239
2	Affx-86792408	26873411
2	Affx-86827290	26878192
2	Affx-86798613	26883262
2	Affx-86817180	26883339
2	Affx-86781749	26883719
2	Affx-86811200	26886257
2	Affx-86811198	26886967
2	Affx-86779696	26887192
2	Affx-86812874	26887559
2	Affx-86779306	26887707
2	Affx-86813207	26887873
2	Affx-86797527	26905201
2	Affx-86834727	26906649
2	Affx-86829793	26933715
2	Affx-86814519	26934008
2	Affx-86777600	26934050
2	Affx-86843662	26935618
2	Affx-86840085	26965264
2	Affx-86830971	26965398
2	Affx-86810502	26978765
2	Affx-86840324	26978814
2	Affx-86782419	26979912
2	Affx-86789296	26980137
2	Affx-86826879	26980769
2	Affx-86825774	26989896
2	Affx-86836906	27023600
2	Affx-86840032	27024630
2	Affx-86790317	27024970
2	Affx-86815745	27027134
2	Affx-86822648	27074065
2	Affx-86843511	27074840
2	Affx-86786488	27084717
2	Affx-86805398	27085031
2	Affx-86820857	27109655
2	Affx-86782655	27111350
2	Affx-86810157	27111732
2	Affx-86818418	27170266
2	Affx-86797184	27266021
2	Affx-86810676	27270337
2	Affx-86796531	27271135
2	Affx-86796278	27271635
2	Affx-86831857	27272180
2	Affx-86782316	27273375
2	Affx-86839282	27273570
2	Affx-86810671	27273669
2	Affx-86810672	27274032
2	Affx-86810674	27274394
2	Affx-86821572	27278352
2	Affx-86839226	27278392
2	Affx-86776801	27278917
2	Affx-86784425	27278989
2	Affx-86798741	27279593
2	Affx-86807714	27279724
2	Affx-86807712	27279923
2	Affx-86830655	27286530
2	Affx-86829818	27350629
2	Affx-86830937	27397165
2	Affx-86782093	27397294
2	Affx-86815444	27417999
2	Affx-86787300	27421110
2	Affx-86804596	27421828
2	Affx-86816935	27424757
2	Affx-86790114	27424796
2	Affx-86839123	27424979
2	Affx-86780450	27438270
2	Affx-86775759	27445720
2	Affx-86794741	27446343
2	Affx-86838857	27447339
2	Affx-86842525	27449691
2	Affx-86839733	27450357
2	Affx-86838845	27450660
2	Affx-86841863	27451290
2	Affx-86781886	27461935
2	Affx-86797681	27462789
2	Affx-86835503	27463777
2	Affx-86803879	27465130
2	Affx-86837121	27465476
2	Affx-86788081	27465571
2	Affx-86821983	27491354
2	Affx-86790749	27493734
2	Affx-86800269	27509482
2	Affx-86785958	27511440
2	Affx-86840332	27512084
2	Affx-86805900	27513078
2	Affx-86827489	27513964
2	Affx-86826167	27551512
2	Affx-86813306	27561945
2	Affx-86779187	27562133
2	Affx-86817663	27564977
2	Affx-86823457	27565702
2	Affx-86791604	27565993
2	Affx-86814790	27568060
2	Affx-86777272	27568313
2	Affx-86784362	27580492
2	Affx-86780898	27583876
2	Affx-86786383	27586743
2	Affx-86828470	27588333
2	Affx-86805500	27589154
2	Affx-86777602	27675431
2	Affx-86795426	27675526
2	Affx-86814516	27675589
2	Affx-86826484	27686326
2	Affx-86777202	27710320
2	Affx-86783767	27712700
2	Affx-86823698	27715616
2	Affx-86824688	27716407
2	Affx-86808576	27717168
2	Affx-86808575	27717365
2	Affx-86799785	27718998
2	Affx-86829682	27719022
2	Affx-86834816	27773109
2	Affx-86836631	27774119
2	Affx-86799609	27837699
2	Affx-86822378	27837796
2	Affx-86783313	27842275
2	Affx-86814033	27867270
2	Affx-86778219	27867672
2	Affx-86805882	27867947
2	Affx-86831440	27868637
2	Affx-86818173	27871282
2	Affx-86786278	27873925
2	Affx-86806498	27877813
2	Affx-86817388	27878234
2	Affx-86785408	27879758
2	Affx-86817806	27884058
2	Affx-86834603	27901082
2	Affx-86798098	27902257
2	Affx-86825293	27905127
2	Affx-86793232	27909560
2	Affx-86826302	27911191
2	Affx-86811979	27911349
2	Affx-86794783	27912042
2	Affx-86790794	27912326
2	Affx-86793374	27913115
2	Affx-86796268	27913293
2	Affx-86811977	27913796
2	Affx-86780802	27914265
2	Affx-86811981	27915376
2	Affx-86834451	27920677
2	Affx-86797622	27937064
2	Affx-86827587	27938175
2	Affx-86840600	27959567
2	Affx-86835296	27962718
2	Affx-86775938	27966040
2	Affx-86820397	27968418
2	Affx-86799351	27983936
2	Affx-86832544	27984506
2	Affx-86806015	28013270
2	Affx-86816697	28070873
2	Affx-86795710	28124901
2	Affx-86841298	28145517
2	Affx-86835077	28145562
2	Affx-86832480	28174776
2	Affx-86817986	28258372
2	Affx-86811213	28277023
2	Affx-86781730	28277446
2	Affx-86798286	28278578
2	Affx-86817664	28278588
2	Affx-86781591	28282764
2	Affx-86775880	28295067
2	Affx-86817785	28295657
2	Affx-86815001	28296126
2	Affx-86785210	28297195
2	Affx-86806703	28298720
2	Affx-86787333	28305449
2	Affx-86837431	28306768
2	Affx-86804567	28307929
2	Affx-86842263	28321923
2	Affx-86819196	28322201
2	Affx-86787762	28324006
2	Affx-86804172	28325227
2	Affx-86837245	28325402
2	Affx-86793578	28325595
2	Affx-86820061	28355852
2	Affx-86825933	28366649
2	Affx-86781818	28367954
2	Affx-86811149	28369340
2	Affx-86813856	28373178
2	Affx-86813836	28373614
2	Affx-86778498	28373975
2	Affx-86813865	28374072
2	Affx-86813863	28375801
2	Affx-86813860	28378058
2	Affx-86813858	28378251
2	Affx-86792836	28380768
2	Affx-86813854	28382278
2	Affx-86790105	28385197
2	Affx-86819149	28389340
2	Affx-86775530	28414147
2	Affx-86842818	28419707
2	Affx-86830179	28445001
2	Affx-86817335	28463365
2	Affx-86779227	28463498
2	Affx-86815489	28479972
2	Affx-86777141	28480780
2	Affx-86794961	28481129
2	Affx-86776449	28484009
2	Affx-86811511	28484086
2	Affx-86781370	28487068
2	Affx-86810417	28488963
2	Affx-86810414	28489130
2	Affx-86810413	28489332
2	Affx-86838480	28490594
2	Affx-86810410	28490636
2	Affx-86782482	28491192
2	Affx-86825947	28491926
2	Affx-86792172	28503299
2	Affx-86792056	28506510
2	Affx-86829378	28507060
2	Affx-86789166	28510089
2	Affx-86831398	28524081
2	Affx-86790194	28556666
2	Affx-86824384	28557361
2	Affx-86828672	28557949
2	Affx-86791107	28558161
2	Affx-86794687	28559040
2	Affx-86777580	28559291
2	Affx-86817230	28584194
2	Affx-86784010	28586554
2	Affx-86843573	28611971
2	Affx-86808233	28612736
2	Affx-86798571	28615044
2	Affx-86826033	28648546
2	Affx-86812375	28650412
2	Affx-86780293	28651482
2	Affx-86812373	28654162
2	Affx-86830112	28655492
2	Affx-86795297	28655830
2	Affx-86783482	28674847
2	Affx-86806583	28681634
2	Affx-86785328	28681948
2	Affx-86833256	28738832
2	Affx-86792971	28802630
2	Affx-86827975	28802926
2	Affx-86840540	28879772
2	Affx-86842411	28881321
2	Affx-86805497	28881440
2	Affx-86805495	28881671
2	Affx-86805493	28882038
2	Affx-86786392	28882820
2	Affx-86791894	28883298
2	Affx-86805499	28885492
2	Affx-86781862	28885829
2	Affx-86796224	28886220
2	Affx-86786752	28886582
2	Affx-86789765	28886850
2	Affx-86817471	28900300
2	Affx-86831504	28960070
2	Affx-86840782	28960129
2	Affx-86785329	28964377
2	Affx-86824567	28970291
2	Affx-86776464	28973384
2	Affx-86797958	28973459
2	Affx-86816946	29001614
2	Affx-86796686	29002001
2	Affx-86792576	29004876
2	Affx-86840818	29005668
2	Affx-86823225	29005908
2	Affx-86832549	29021728
2	Affx-86830925	29043815
2	Affx-86826727	29043947
2	Affx-86830855	29044195
2	Affx-86838743	29046291
2	Affx-86832660	29046337
2	Affx-86827451	29053520
2	Affx-86780424	29092413
2	Affx-86812284	29092454
2	Affx-86818916	29128975
2	Affx-86840193	29143594
2	Affx-86816286	29144745
2	Affx-86777480	29145386
2	Affx-86814612	29147847
2	Affx-86815021	29156278
2	Affx-86796982	29157151
2	Affx-86817446	29168595
2	Affx-86820783	29175385
2	Affx-86789685	29184213
2	Affx-86833657	29184570
2	Affx-86815368	29202960
2	Affx-86798051	29203758
2	Affx-86815017	29204313
2	Affx-86782100	29221647
2	Affx-86789886	29222090
2	Affx-86836488	29223205
2	Affx-86779769	29224593
2	Affx-86827892	29227669
2	Affx-86841892	29228635
2	Affx-86799678	29232082
2	Affx-86832893	29233497
2	Affx-86836616	29235302
2	Affx-86799588	29243505
2	Affx-86817326	29251709
2	Affx-86806723	29256733
2	Affx-86799436	29360285
2	Affx-86789020	29361583
2	Affx-86815491	29362046
2	Affx-86833954	29363423
2	Affx-86825229	29365273
2	Affx-86822844	29366113
2	Affx-86835840	29370288
2	Affx-86789032	29371532
2	Affx-86810036	29374440
2	Affx-86782744	29375112
2	Affx-86797401	29375598
2	Affx-86838674	29375971
2	Affx-86782623	29376589
2	Affx-86810188	29379527
2	Affx-86815841	29391631
2	Affx-86817904	29400337
2	Affx-86819883	29408270
2	Affx-86827823	29414092
2	Affx-86784874	29421990
2	Affx-86821567	29422512
2	Affx-86785436	29434340
2	Affx-86798706	29434743
2	Affx-86778604	29436040
2	Affx-86832936	29436536
2	Affx-86781065	29436770
2	Affx-86798799	29437909
2	Affx-86843737	29440821
2	Affx-86776080	29468839
2	Affx-86776967	29468877
2	Affx-86827030	29494641
2	Affx-86795294	29495087
2	Affx-86827706	29497417
2	Affx-86822836	29497939
2	Affx-86830057	29501190
2	Affx-86826436	29559442
2	Affx-86795924	29560741
2	Affx-86838151	29561978
2	Affx-86795613	29591418
2	Affx-86823447	29598541
2	Affx-86810662	29643272
2	Affx-86782322	29644649
2	Affx-86797342	29644844
2	Affx-86825224	29648051
2	Affx-86841142	29648491
2	Affx-86785668	29651305
2	Affx-86788404	29651858
2	Affx-86815230	29653748
2	Affx-86806216	29653783
2	Affx-86792026	29723074
2	Affx-86815447	29723112
2	Affx-86780837	29773520
2	Affx-86811944	29776725
2	Affx-86822736	29776796
2	Affx-86831632	29785344
2	Affx-86833550	29850765
2	Affx-86841008	29866599
2	Affx-86823594	29866866
2	Affx-86843962	29868845
2	Affx-86813059	29917027
2	Affx-86842942	29917141
2	Affx-86795708	29917198
2	Affx-86779490	29917438
2	Affx-86813093	29917733
2	Affx-86815317	29917867
2	Affx-86813089	29917993
2	Affx-86813084	29923593
2	Affx-86813080	29927305
2	Affx-86813078	29929445
2	Affx-86813076	29929918
2	Affx-86827199	29930257
2	Affx-86813074	29930930
2	Affx-86832046	29937657
2	Affx-86796987	29937759
2	Affx-86808729	29937816
2	Affx-86840374	29938073
2	Affx-86808727	29938181
2	Affx-86783649	29939672
2	Affx-86778962	29940066
2	Affx-86775370	29952289
2	Affx-86776869	29952677
2	Affx-86793666	29952708
2	Affx-86778838	29953031
2	Affx-86827685	29953083
2	Affx-86813572	29953525
2	Affx-86803132	29957900
2	Affx-86803131	29958628
2	Affx-86803130	29958837
2	Affx-86803129	29959201
2	Affx-86803128	29960081
2	Affx-86796805	29960772
2	Affx-86803140	29961396
2	Affx-86803139	29961432
2	Affx-86803138	29962042
2	Affx-86803137	29962350
2	Affx-86803136	29962574
2	Affx-86803135	29963263
2	Affx-86803134	29963305
2	Affx-86843227	29966059
2	Affx-86795173	29966621
2	Affx-86821798	29967044
2	Affx-86842116	29969634
2	Affx-86810872	30001191
2	Affx-86782159	30003723
2	Affx-86837015	30003977
2	Affx-86792431	30004661
2	Affx-86830137	30007355
2	Affx-86797197	30060510
2	Affx-86841809	30061212
2	Affx-86816981	30061258
2	Affx-86838376	30061547
2	Affx-86809735	30077345
2	Affx-86821917	30078360
2	Affx-86809733	30080124
2	Affx-86782947	30081861
2	Affx-86787588	30083687
2	Affx-86837316	30084151
2	Affx-86804335	30084363
2	Affx-86840885	30084442
2	Affx-86788058	30084656
2	Affx-86803897	30084743
2	Affx-86797003	30085643
2	Affx-86821430	30086374
2	Affx-86776363	30127046
2	Affx-86794909	30128196
2	Affx-86826731	30162291
2	Affx-86776477	30215093
2	Affx-86823009	30224343
2	Affx-86793354	30236412
2	Affx-86787121	30262243
2	Affx-86804757	30262281
2	Affx-86837510	30262643
2	Affx-86804755	30262693
2	Affx-86805217	30275864
2	Affx-86786675	30276510
2	Affx-86783799	30281847
2	Affx-86797443	30282295
2	Affx-86786830	30283503
2	Affx-86837636	30284119
2	Affx-86805062	30284192
2	Affx-86823464	30285104
2	Affx-86828999	30300994
2	Affx-86832112	30349626
2	Affx-86836673	30350077
2	Affx-86776224	30369891
2	Affx-86786443	30437269
2	Affx-86779325	30460141
2	Affx-86827658	30498811
2	Affx-86826315	30513111
2	Affx-86830049	30515588
2	Affx-86805445	30516706
2	Affx-86833708	30518110
2	Affx-86790366	30519916
2	Affx-86827545	30522910
2	Affx-86780127	30523043
2	Affx-86788626	30588385
2	Affx-86814412	30592584
2	Affx-86777728	30592909
2	Affx-86796425	30594064
2	Affx-86833279	30605127
2	Affx-86830474	30618533
2	Affx-86812153	30619774
2	Affx-86780575	30619827
2	Affx-86838276	30620549
2	Affx-86807058	30620739
2	Affx-86844067	30620809
2	Affx-86798090	30620825
2	Affx-86807060	30621463
2	Affx-86784918	30621596
2	Affx-86779807	30623724
2	Affx-86812794	30623902
2	Affx-86790424	30624201
2	Affx-86839451	30624479
2	Affx-86819266	30624872
2	Affx-86788932	30625490
2	Affx-86806478	30689141
2	Affx-86836454	30702388
2	Affx-86820093	30753609
2	Affx-86794724	30753968
2	Affx-86816474	30786347
2	Affx-86789629	30786556
2	Affx-86809034	30837371
2	Affx-86809033	30837566
2	Affx-86809032	30838065
2	Affx-86823722	30838607
2	Affx-86819682	30838991
2	Affx-86783420	30839023
2	Affx-86793362	30840998
