LG	Marker	Position
2	Affx-86792900	24030275
2	Affx-86803216	24031155
2	Affx-86803215	24031187
2	Affx-86803214	24032740
2	Affx-86803213	24032905
2	Affx-86803212	24032956
2	Affx-86803211	24032992
2	Affx-86803210	24033136
2	Affx-86803209	24033601
2	Affx-86807646	24033639
2	Affx-86784480	24033766
2	Affx-86803208	24033829
2	Affx-86807637	24034036
2	Affx-86807642	24034642
2	Affx-86803207	24034852
2	Affx-86835942	24034907
2	Affx-86803217	24037057
2	Affx-86779276	24037129
2	Affx-86816387	24133711
2	Affx-86806902	24135250
2	Affx-86806905	24135305
2	Affx-86798772	24135664
2	Affx-86785046	24136254
2	Affx-86793042	24136992
2	Affx-86794402	24146261
2	Affx-86786550	24161561
2	Affx-86795462	24162765
2	Affx-86800308	24163181
2	Affx-86802107	24165424
2	Affx-86802116	24165633
2	Affx-86802119	24165878
2	Affx-86802120	24166080
2	Affx-86781175	24166337
2	Affx-86798129	24166546
2	Affx-86802104	24167340
2	Affx-86802105	24167403
2	Affx-86802106	24167940
2	Affx-86802108	24168441
2	Affx-86802109	24168504
2	Affx-86802110	24168721
2	Affx-86802111	24168900
2	Affx-86802112	24169043
2	Affx-86802113	24169164
2	Affx-86802114	24169455
2	Affx-86802115	24170026
2	Affx-86802117	24170759
2	Affx-86802118	24170822
2	Affx-86796776	24194152
2	Affx-86826424	24195589
2	Affx-86843596	24196316
2	Affx-86833296	24198070
2	Affx-86830245	24198305
2	Affx-86804721	24202068
2	Affx-86804719	24202266
2	Affx-86837494	24202322
2	Affx-86839311	24202839
2	Affx-86798183	24202910
2	Affx-86787175	24203332
2	Affx-86837497	24205946
2	Affx-86809845	24222813
2	Affx-86782868	24223030
2	Affx-86824230	24276814
2	Affx-86789295	24304421
2	Affx-86816260	24304605
2	Affx-86807607	24305698
2	Affx-86790285	24306488
2	Affx-86817136	24306524
2	Affx-86784506	24306551
2	Affx-86843958	24312068
2	Affx-86827862	24325504
2	Affx-86831469	24341108
2	Affx-86792399	24400124
2	Affx-86792343	24402870
2	Affx-86820162	24403072
2	Affx-86792807	24403975
2	Affx-86781005	24404222
2	Affx-86786966	24409993
2	Affx-86837577	24410865
2	Affx-86804931	24410901
2	Affx-86778170	24412251
2	Affx-86814073	24412287
2	Affx-86830825	24412940
2	Affx-86798656	24413597
2	Affx-86781613	24413733
2	Affx-86834514	24415997
2	Affx-86798937	24416588
2	Affx-86793123	24416944
2	Affx-86809099	24422900
2	Affx-86798250	24423189
2	Affx-86809097	24426346
2	Affx-86835941	24427052
2	Affx-86783371	24427286
2	Affx-86821444	24473149
2	Affx-86787048	24473344
2	Affx-86822298	24475336
2	Affx-86806484	24476302
2	Affx-86788364	24477063
2	Affx-86785428	24477279
2	Affx-86834811	24483894
2	Affx-86821421	24490279
2	Affx-86804684	24493472
2	Affx-86804686	24494045
2	Affx-86841790	24494470
2	Affx-86790725	24498080
2	Affx-86787214	24498509
2	Affx-86804677	24498709
2	Affx-86843920	24498913
2	Affx-86804678	24499534
2	Affx-86804681	24499651
2	Affx-86837481	24500027
2	Affx-86835047	24500138
2	Affx-86806159	24501064
2	Affx-86839975	24501428
2	Affx-86827348	24503015
2	Affx-86837826	24503195
2	Affx-86785715	24503306
2	Affx-86800263	24503387
2	Affx-86818469	24567827
2	Affx-86791558	24642019
2	Affx-86816547	24765157
2	Affx-86777639	24765579
2	Affx-86790636	24765700
2	Affx-86780028	24769389
2	Affx-86796007	24769975
2	Affx-86842696	24771049
2	Affx-86790403	24771159
2	Affx-86792237	24775096
2	Affx-86794556	24775463
2	Affx-86815257	24775964
2	Affx-86786766	24777688
2	Affx-86810727	24780579
2	Affx-86782285	24782502
2	Affx-86795308	24812047
2	Affx-86843199	24813261
2	Affx-86781814	24813484
2	Affx-86822551	24814530
2	Affx-86799202	24820548
2	Affx-86792908	24821876
2	Affx-86778230	24848880
2	Affx-86828383	24849386
2	Affx-86829151	24868353
2	Affx-86784681	24869009
2	Affx-86799765	24876587
2	Affx-86815121	24877083
2	Affx-86819487	24881140
2	Affx-86830454	24881782
2	Affx-86831570	24911153
2	Affx-86825007	24933129
2	Affx-86819610	24963750
2	Affx-86830749	24975099
2	Affx-86842734	24975639
2	Affx-86826268	25035640
2	Affx-86791491	25037059
2	Affx-86793789	25183990
2	Affx-86817620	25185747
2	Affx-86791727	25185965
2	Affx-86830641	25217918
2	Affx-86839977	25238432
2	Affx-86798886	25239329
2	Affx-86833125	25239370
2	Affx-86791119	25239858
2	Affx-86788237	25242250
2	Affx-86803740	25242539
2	Affx-86837067	25242583
2	Affx-86803741	25244417
2	Affx-86829357	25349089
2	Affx-86794718	25354934
2	Affx-86838145	25354994
2	Affx-86779559	25355511
2	Affx-86817897	25356848
2	Affx-86841900	25358351
2	Affx-86790601	25358441
2	Affx-86778603	25362422
2	Affx-86840173	25363038
2	Affx-86799116	25363535
2	Affx-86843535	25389630
2	Affx-86823478	25389759
2	Affx-86796803	25413981
2	Affx-86809952	25416753
2	Affx-86793500	25417060
2	Affx-86819817	25417581
2	Affx-86782802	25418061
2	Affx-86817020	25422570
2	Affx-86831190	25424103
2	Affx-86793960	25452886
2	Affx-86816588	25464609
2	Affx-86809229	25532605
2	Affx-86783287	25534173
2	Affx-86776629	25534956
2	Affx-86809233	25535853
2	Affx-86793635	25542032
2	Affx-86819951	25542169
2	Affx-86797207	25546251
2	Affx-86822059	25548044
2	Affx-86800445	25548317
2	Affx-86833554	25557147
2	Affx-86815600	25563411
2	Affx-86790246	25563629
2	Affx-86832563	25566702
2	Affx-86795664	25569451
2	Affx-86833991	25585284
2	Affx-86789086	25587742
2	Affx-86792796	25600474
2	Affx-86805765	25601723
2	Affx-86786114	25602180
2	Affx-86823534	25602350
2	Affx-86776502	25612863
2	Affx-86842648	25617925
2	Affx-86790893	25621556
2	Affx-86805146	25622772
2	Affx-86786744	25622918
2	Affx-86776598	25622969
2	Affx-86791413	25624131
2	Affx-86828916	25624793
2	Affx-86807991	25626121
2	Affx-86839484	25626437
2	Affx-86784194	25626822
2	Affx-86835975	25630089
2	Affx-86812027	25661293
2	Affx-86828462	25665696
2	Affx-86791834	25670297
2	Affx-86813689	25691140
2	Affx-86823813	25700293
2	Affx-86826747	25758106
2	Affx-86818258	25868671
2	Affx-86830357	25869674
2	Affx-86795204	25873612
2	Affx-86830302	25877325
2	Affx-86792078	25879028
2	Affx-86826581	25892999
2	Affx-86815028	25893396
2	Affx-86817213	25894333
2	Affx-86803776	25904089
2	Affx-86824072	25963717
2	Affx-86830874	25964004
2	Affx-86794399	25964174
2	Affx-86795610	25976655
2	Affx-86795467	25980859
2	Affx-86776290	25985896
2	Affx-86836180	25988429
2	Affx-86779100	26014574
2	Affx-86812982	26027742
2	Affx-86831720	26067726
2	Affx-86788188	26069089
2	Affx-86834062	26084888
2	Affx-86796685	26090038
2	Affx-86794176	26150693
2	Affx-86798424	26182774
2	Affx-86776493	26183024
2	Affx-86778685	26252094
2	Affx-86776324	26255133
2	Affx-86786252	26328664
2	Affx-86803775	26370310
2	Affx-86831447	26371288
2	Affx-86794199	26371436
2	Affx-86838605	26377833
2	Affx-86835043	26378127
2	Affx-86784869	26381257
2	Affx-86807132	26381725
2	Affx-86793808	26383159
2	Affx-86838930	26383343
2	Affx-86832578	26383804
2	Affx-86800225	26387196
2	Affx-86837853	26387927
2	Affx-86835172	26389315
2	Affx-86832247	26417266
2	Affx-86813664	26445137
2	Affx-86817038	26445175
2	Affx-86778717	26445215
2	Affx-86776699	26445293
2	Affx-86800365	26445661
2	Affx-86795702	26451668
2	Affx-86794443	26453426
2	Affx-86841079	26453827
2	Affx-86819404	26454049
2	Affx-86835327	26471654
2	Affx-86819946	26481372
2	Affx-86805598	26519191
2	Affx-86826312	26527019
2	Affx-86830528	26562562
2	Affx-86836442	26566719
2	Affx-86793137	26572158
2	Affx-86836890	26686384
2	Affx-86824340	26718381
2	Affx-86786274	26734051
2	Affx-86828710	26734766
2	Affx-86792775	26740496
2	Affx-86839650	26746134
2	Affx-86776768	26779314
2	Affx-86790132	26779524
2	Affx-86825963	26798651
2	Affx-86811495	26823729
2	Affx-86798965	26823749
2	Affx-86817517	26827775
2	Affx-86791494	26828998
2	Affx-86843270	26830689
2	Affx-86804960	26846915
2	Affx-86837591	26846988
2	Affx-86786931	26847083
2	Affx-86825764	26847459
2	Affx-86844061	26847508
2	Affx-86840566	26882464
2	Affx-86788322	26883106
2	Affx-86797416	27014911
2	Affx-86826231	27015714
2	Affx-86840597	27030695
2	Affx-86826786	27030824
2	Affx-86829752	27032788
2	Affx-86795105	27058078
2	Affx-86792408	27087317
2	Affx-86827290	27092100
2	Affx-86798613	27097170
2	Affx-86817180	27097247
2	Affx-86781749	27097557
2	Affx-86811200	27100113
2	Affx-86811198	27100805
2	Affx-86779696	27101100
2	Affx-86812874	27101466
2	Affx-86779306	27101614
2	Affx-86813207	27101780
2	Affx-86797527	27119104
2	Affx-86834727	27120552
2	Affx-86829793	27147612
2	Affx-86814519	27147835
2	Affx-86777600	27147877
2	Affx-86843662	27149515
2	Affx-86830971	27179221
2	Affx-86810502	27192583
2	Affx-86840324	27192632
2	Affx-86782419	27193730
2	Affx-86789296	27194025
2	Affx-86826879	27194656
2	Affx-86825774	27203779
2	Affx-86836906	27237469
2	Affx-86840032	27238499
2	Affx-86790317	27238769
2	Affx-86815745	27241003
2	Affx-86822648	27287931
2	Affx-86843511	27288706
2	Affx-86786488	27298581
2	Affx-86805398	27298895
2	Affx-86820857	27323517
2	Affx-86782655	27325212
2	Affx-86810157	27325594
2	Affx-86818418	27384123
2	Affx-86797184	27479818
2	Affx-86810676	27484134
2	Affx-86796531	27484951
2	Affx-86796278	27485432
2	Affx-86831857	27486047
2	Affx-86782316	27487172
2	Affx-86839282	27487367
2	Affx-86810671	27487466
2	Affx-86810672	27487852
2	Affx-86810674	27488191
2	Affx-86821572	27492218
2	Affx-86839226	27492258
2	Affx-86776801	27492713
2	Affx-86784425	27492785
2	Affx-86798741	27493459
2	Affx-86807714	27493520
2	Affx-86807712	27493720
2	Affx-86830655	27500393
2	Affx-86829818	27564415
2	Affx-86815444	27631853
2	Affx-86787300	27634901
2	Affx-86804596	27635612
2	Affx-86816935	27638611
2	Affx-86790114	27638650
2	Affx-86839123	27638833
2	Affx-86780450	27652053
2	Affx-86775759	27659538
2	Affx-86794741	27660195
2	Affx-86838857	27661191
2	Affx-86842525	27663543
2	Affx-86839733	27664209
2	Affx-86838845	27664512
2	Affx-86841863	27665142
2	Affx-86781886	27675747
2	Affx-86797681	27676639
2	Affx-86835503	27677627
2	Affx-86803879	27678936
2	Affx-86837121	27679283
2	Affx-86788081	27679371
2	Affx-86821983	27705131
2	Affx-86790749	27707581
2	Affx-86800269	27723328
2	Affx-86785958	27725285
2	Affx-86840332	27725929
2	Affx-86805900	27726923
2	Affx-86827489	27727739
2	Affx-86813306	27775785
2	Affx-86779187	27775973
2	Affx-86817663	27778747
2	Affx-86823457	27779472
2	Affx-86791604	27779763
2	Affx-86814790	27781829
2	Affx-86777272	27782082
2	Affx-86784362	27794260
2	Affx-86780898	27797673
2	Affx-86786383	27800581
2	Affx-86828470	27802172
2	Affx-86805500	27802993
2	Affx-86777602	27889293
2	Affx-86795426	27889388
2	Affx-86814516	27889451
2	Affx-86826484	27900112
2	Affx-86777202	27924107
2	Affx-86783767	27926557
2	Affx-86823698	27929473
2	Affx-86824688	27930264
2	Affx-86808576	27931025
2	Affx-86808575	27931222
2	Affx-86799785	27932785
2	Affx-86829682	27932879
2	Affx-86834816	27986964
2	Affx-86799609	28051470
2	Affx-86822378	28051567
2	Affx-86814033	28081113
2	Affx-86778219	28081515
2	Affx-86805882	28081790
2	Affx-86831440	28082410
2	Affx-86818173	28085055
2	Affx-86786278	28087696
2	Affx-86806498	28091583
2	Affx-86817388	28092004
2	Affx-86785408	28093528
2	Affx-86817806	28097897
2	Affx-86834603	28114848
2	Affx-86798098	28116024
2	Affx-86825293	28118898
2	Affx-86793232	28123325
2	Affx-86826302	28125025
2	Affx-86811979	28125183
2	Affx-86794783	28125834
2	Affx-86790794	28126159
2	Affx-86793374	28126878
2	Affx-86796268	28127126
2	Affx-86811977	28127629
2	Affx-86780802	28128098
2	Affx-86811981	28129209
2	Affx-86834451	28134508
2	Affx-86797622	28150822
2	Affx-86827587	28152003
2	Affx-86840600	28173394
2	Affx-86835296	28176544
2	Affx-86775938	28179797
2	Affx-86820397	28182244
2	Affx-86799351	28197763
2	Affx-86832544	28198265
2	Affx-86806015	28227094
2	Affx-86816697	28284624
2	Affx-86841298	28359252
2	Affx-86835077	28359297
2	Affx-86832480	28388577
2	Affx-86817986	28472092
2	Affx-86811213	28490817
2	Affx-86781730	28491240
2	Affx-86798286	28492302
2	Affx-86817664	28492334
2	Affx-86781591	28496488
2	Affx-86775880	28508795
2	Affx-86817785	28509463
2	Affx-86815001	28509862
2	Affx-86785210	28511001
2	Affx-86806703	28512526
2	Affx-86787333	28519255
2	Affx-86837431	28520573
2	Affx-86804567	28521734
2	Affx-86842263	28535655
2	Affx-86819196	28535941
2	Affx-86787762	28537738
2	Affx-86804172	28538959
2	Affx-86837245	28539134
2	Affx-86793578	28539327
2	Affx-86825933	28580444
2	Affx-86781818	28581679
2	Affx-86811149	28583065
2	Affx-86813856	28586973
2	Affx-86813836	28587409
2	Affx-86778498	28587770
2	Affx-86813865	28587867
2	Affx-86813863	28589596
2	Affx-86813860	28591853
2	Affx-86813858	28592046
2	Affx-86792836	28594494
2	Affx-86813854	28596074
2	Affx-86790105	28598989
2	Affx-86819149	28603059
2	Affx-86775530	28627865
2	Affx-86842818	28633496
2	Affx-86830179	28658784
2	Affx-86817335	28677147
2	Affx-86779227	28677210
2	Affx-86815489	28693682
2	Affx-86777141	28694563
2	Affx-86794961	28694849
2	Affx-86776449	28697721
2	Affx-86811511	28697868
2	Affx-86781370	28700850
2	Affx-86810417	28702745
2	Affx-86810414	28702912
2	Affx-86810413	28703114
2	Affx-86838480	28704376
2	Affx-86810410	28704418
2	Affx-86782482	28704974
2	Affx-86825947	28705638
2	Affx-86792172	28717079
2	Affx-86792056	28720220
2	Affx-86829378	28720772
2	Affx-86789166	28723868
2	Affx-86831398	28737798
2	Affx-86790194	28770365
2	Affx-86824384	28771130
2	Affx-86828672	28771718
2	Affx-86791107	28771930
2	Affx-86794687	28772739
2	Affx-86777580	28773060
2	Affx-86817230	28797887
2	Affx-86784010	28800248
2	Affx-86843573	28825724
2	Affx-86808233	28826422
2	Affx-86798571	28828797
2	Affx-86826033	28862227
2	Affx-86812375	28864101
2	Affx-86780293	28865169
2	Affx-86812373	28867841
2	Affx-86830112	28869241
2	Affx-86795297	28869579
2	Affx-86783482	28888522
2	Affx-86806583	28895380
2	Affx-86785328	28895694
2	Affx-86808884	28924700
2	Affx-86783535	28925542
2	Affx-86824140	28928876
2	Affx-86795165	28932943
2	Affx-86839277	28932993
2	Affx-86792103	28933457
2	Affx-86842791	28934359
2	Affx-86833587	28934649
2	Affx-86824452	28935756
2	Affx-86832002	28952153
2	Affx-86788872	28958560
2	Affx-86804277	28959099
2	Affx-86804279	28959318
2	Affx-86795636	28962543
2	Affx-86787666	28963577
2	Affx-86834312	28994449
2	Affx-86828819	28999537
2	Affx-86833012	29008663
2	Affx-86839480	29056958
2	Affx-86795200	29072981
2	Affx-86793437	29128863
2	Affx-86819663	29128899
2	Affx-86779300	29133422
2	Affx-86830785	29134479
2	Affx-86833262	29203796
2	Affx-86828513	29234164
2	Affx-86825044	29235364
2	Affx-86783660	29286584
2	Affx-86838998	29286896
2	Affx-86839792	29287169
2	Affx-86808717	29287214
2	Affx-86819783	29287295
2	Affx-86794781	29287337
2	Affx-86784893	29336241
2	Affx-86807092	29336958
2	Affx-86841047	29337061
2	Affx-86800213	29337112
2	Affx-86817824	29338111
2	Affx-86790273	29339827
2	Affx-86785011	29349913
2	Affx-86806954	29350069
2	Affx-86832807	29350363
2	Affx-86798263	29352531
2	Affx-86777022	29352602
2	Affx-86776518	29352686
2	Affx-86804043	29353546
2	Affx-86836302	29353557
2	Affx-86835593	29354018
2	Affx-86779946	29354630
2	Affx-86836864	29354755
2	Affx-86787901	29355280
2	Affx-86822050	29359420
2	Affx-86823347	29363423
2	Affx-86790628	29377802
2	Affx-86832556	29378408
2	Affx-86791087	29379084
2	Affx-86817114	29380130
2	Affx-86777325	29389843
2	Affx-86814744	29390582
2	Affx-86783334	29403947
2	Affx-86797216	29409215
2	Affx-86819436	29413699
2	Affx-86833549	29498102
2	Affx-86837117	29501427
2	Affx-86790419	29501465
2	Affx-86788096	29501940
2	Affx-86822986	29502029
2	Affx-86817615	29502054
2	Affx-86803871	29504044
2	Affx-86806101	29505873
2	Affx-86838157	29505939
2	Affx-86792058	29506120
2	Affx-86831665	29507872
2	Affx-86785782	29509107
2	Affx-86828107	29524614
2	Affx-86780603	29577583
2	Affx-86812136	29577854
2	Affx-86784529	29587943
2	Affx-86781010	29589274
2	Affx-86811822	29590313
2	Affx-86817415	29591617
2	Affx-86838654	29616021
2	Affx-86778334	29616835
2	Affx-86813946	29616908
2	Affx-86811931	29617384
2	Affx-86780854	29617726
2	Affx-86793117	29617948
2	Affx-86780775	29618013
2	Affx-86829863	29692553
2	Affx-86788363	29692627
2	Affx-86840866	29696468
2	Affx-86797509	29697364
2	Affx-86800036	29720115
2	Affx-86803264	29734998
2	Affx-86830503	29735145
2	Affx-86843321	29800945
2	Affx-86792311	29806385
2	Affx-86827206	29857408
2	Affx-86842519	29869783
2	Affx-86817975	30000953
2	Affx-86789636	30032917
2	Affx-86785982	30033854
2	Affx-86801043	30035300
2	Affx-86801042	30035513
2	Affx-86801041	30036235
2	Affx-86801040	30036308
2	Affx-86801039	30036383
2	Affx-86798833	30036868
2	Affx-86801038	30037220
2	Affx-86802566	30037267
2	Affx-86839152	30037324
2	Affx-86801037	30037948
2	Affx-86801036	30037996
2	Affx-86801035	30038104
2	Affx-86801034	30038146
2	Affx-86801033	30038206
2	Affx-86801032	30038874
2	Affx-86801031	30039529
2	Affx-86802567	30039556
2	Affx-86801030	30039631
2	Affx-86801029	30039673
2	Affx-86801028	30039838
2	Affx-86802568	30040307
2	Affx-86801027	30040735
2	Affx-86801026	30040892
2	Affx-86801025	30040979
2	Affx-86801024	30041578
2	Affx-86802569	30041833
2	Affx-86801023	30042760
2	Affx-86802570	30042806
2	Affx-86802571	30043181
2	Affx-86801022	30043576
2	Affx-86784067	30045133
2	Affx-86802572	30045320
2	Affx-86802573	30046289
2	Affx-86802574	30046499
2	Affx-86802575	30047053
2	Affx-86801044	30048935
2	Affx-86802576	30050448
2	Affx-86802577	30051221
2	Affx-86778664	30051348
2	Affx-86802578	30051927
2	Affx-86802579	30052192
2	Affx-86802580	30052230
2	Affx-86828491	30052572
2	Affx-86812242	30053784
2	Affx-86780480	30053922
2	Affx-86785821	30057342
2	Affx-86806060	30057624
2	Affx-86837785	30057724
2	Affx-86800306	30057882
2	Affx-86830756	30107535
2	Affx-86792793	30185797
2	Affx-86787551	30188431
2	Affx-86804363	30188998
2	Affx-86837336	30189132
2	Affx-86828846	30198758
2	Affx-86808574	30198956
2	Affx-86797838	30199249
2	Affx-86790024	30199526
2	Affx-86840242	30200802
2	Affx-86808573	30200858
2	Affx-86783768	30202298
2	Affx-86827049	30218119
2	Affx-86839895	30221634
2	Affx-86839425	30222960
2	Affx-86799493	30226621
2	Affx-86779768	30226918
2	Affx-86792847	30247087
2	Affx-86818912	30248485
2	Affx-86820822	30281903
2	Affx-86801405	30290434
2	Affx-86801404	30290788
2	Affx-86801401	30292062
2	Affx-86801398	30292434
2	Affx-86838595	30309657
2	Affx-86829602	30310182
2	Affx-86801397	30311611
2	Affx-86797595	30312650
2	Affx-86840704	30353743
2	Affx-86826322	30354545
2	Affx-86821311	30354579
2	Affx-86826498	30356708
2	Affx-86796436	30356895
2	Affx-86825053	30358093
2	Affx-86793397	30405599
2	Affx-86787571	30405871
2	Affx-86792986	30407960
2	Affx-86829021	30410199
2	Affx-86799603	30410567
2	Affx-86835948	30435061
2	Affx-86821124	30470561
2	Affx-86824880	30471522
2	Affx-86794125	30488428
2	Affx-86792694	30516071
2	Affx-86783477	30516260
2	Affx-86824035	30517486
2	Affx-86831287	30519314
2	Affx-86790116	30520817
2	Affx-86814417	30527428
2	Affx-86777720	30528239
2	Affx-86818626	30533859
2	Affx-86776804	30542928
2	Affx-86836137	30546356
2	Affx-86781761	30546527
2	Affx-86801958	30549538
2	Affx-86801959	30550311
2	Affx-86801960	30550445
2	Affx-86801961	30550860
2	Affx-86801966	30552531
2	Affx-86801967	30552817
2	Affx-86801968	30553131
2	Affx-86801969	30553896
2	Affx-86801970	30554064
2	Affx-86801971	30554116
2	Affx-86796186	30565323
2	Affx-86834147	30568099
2	Affx-86794670	30586517
2	Affx-86794630	30598586
2	Affx-86803723	30598686
2	Affx-86841873	30599171
2	Affx-86817465	30599968
2	Affx-86788254	30600578
2	Affx-86776929	30646040
2	Affx-86775772	30646542
2	Affx-86815293	30646997
2	Affx-86776928	30794309
2	Affx-86817996	30811468
2	Affx-86827087	30813225
2	Affx-86815070	30912264
2	Affx-86799152	30924352
2	Affx-86822459	30971413
2	Affx-86812368	31005256
2	Affx-86789807	31005488
2	Affx-86823016	31006461
2	Affx-86780306	31007499
2	Affx-86776557	31008088
2	Affx-86809592	31032548
2	Affx-86783035	31032963
2	Affx-86776302	31033406
2	Affx-86776994	31033575
2	Affx-86841463	31033920
2	Affx-86795782	31034230
2	Affx-86798512	31035288
2	Affx-86820222	31041153
2	Affx-86781188	31045885
2	Affx-86788944	31045958
2	Affx-86781260	31046208
2	Affx-86831203	31056495
2	Affx-86779258	31058492
2	Affx-86792108	31061907
2	Affx-86819703	31061983
2	Affx-86840490	31078032
2	Affx-86831505	31078372
2	Affx-86821919	31120779
2	Affx-86809447	31177537
2	Affx-86789269	31177846
2	Affx-86830471	31178126
2	Affx-86809449	31178720
2	Affx-86776845	31178918
2	Affx-86783133	31179233
2	Affx-86797367	31179914
2	Affx-86826818	31180907
2	Affx-86806998	31188039
2	Affx-86784977	31188078
2	Affx-86815910	31204730
2	Affx-86778849	31399869
2	Affx-86813559	31401337
2	Affx-86841457	31453235
2	Affx-86789275	31453922
2	Affx-86828681	31454014
2	Affx-86818726	31454314
2	Affx-86780084	31454700
2	Affx-86790447	31454841
2	Affx-86795355	31458523
2	Affx-86786698	31465992
2	Affx-86805197	31466030
2	Affx-86780941	31497157
2	Affx-86815557	31497375
2	Affx-86793952	31497412
2	Affx-86833032	31498405
2	Affx-86834366	31500135
2	Affx-86778060	31539867
2	Affx-86826385	31543172
2	Affx-86793993	31546661
2	Affx-86825968	31548849
2	Affx-86810832	31563595
2	Affx-86810830	31564204
2	Affx-86782218	31565259
2	Affx-86776132	31598554
2	Affx-86784586	31653064
2	Affx-86822578	31654186
2	Affx-86833256	31689716
2	Affx-86792971	31753577
2	Affx-86827975	31753803
2	Affx-86777981	31789574
2	Affx-86817090	31794467
2	Affx-86833762	31837243
2	Affx-86839534	31869034
2	Affx-86830012	31870911
2	Affx-86815024	31921451
2	Affx-86826874	32035960
2	Affx-86780720	32073959
2	Affx-86822338	32113380
2	Affx-86810444	32113581
2	Affx-86823298	32113631
2	Affx-86782461	32113930
2	Affx-86830013	32185462
2	Affx-86830003	32186156
2	Affx-86824793	32319749
2	Affx-86840540	32525983
2	Affx-86842411	32527530
2	Affx-86805497	32527649
2	Affx-86805495	32527880
2	Affx-86805493	32528247
2	Affx-86786392	32529029
2	Affx-86791894	32529507
2	Affx-86805499	32531700
2	Affx-86781862	32531987
2	Affx-86796224	32532428
2	Affx-86786752	32532790
2	Affx-86789765	32532988
2	Affx-86817471	32546439
2	Affx-86831504	32606268
2	Affx-86840782	32606327
2	Affx-86785329	32610575
2	Affx-86824567	32616489
2	Affx-86776464	32619582
2	Affx-86797958	32619657
2	Affx-86816946	32647816
2	Affx-86796686	32648133
2	Affx-86792576	32651078
2	Affx-86840818	32651806
2	Affx-86823225	32652042
2	Affx-86830925	32689945
2	Affx-86826727	32690146
2	Affx-86830855	32690326
2	Affx-86838743	32692420
2	Affx-86832660	32692467
2	Affx-86827451	32699719
2	Affx-86780424	32738609
2	Affx-86812284	32738650
2	Affx-86818916	32775097
2	Affx-86840193	32789713
2	Affx-86816286	32790934
2	Affx-86777480	32791505
2	Affx-86814612	32793966
2	Affx-86815021	32802394
2	Affx-86796982	32803267
2	Affx-86817446	32814708
2	Affx-86820783	32821569
2	Affx-86789685	32830327
2	Affx-86833657	32830684
2	Affx-86815368	32849138
2	Affx-86798051	32849936
2	Affx-86815017	32850491
2	Affx-86782100	32867755
2	Affx-86789886	32868198
2	Affx-86836488	32869329
2	Affx-86779769	32870771
2	Affx-86827892	32873845
2	Affx-86841892	32874811
2	Affx-86799678	32878258
2	Affx-86832893	32879673
2	Affx-86836616	32881478
2	Affx-86799588	32889680
2	Affx-86817326	32897840
2	Affx-86806723	32902842
2	Affx-86799436	33006381
2	Affx-86789020	33007679
2	Affx-86815491	33008142
2	Affx-86833954	33009588
2	Affx-86825229	33011438
2	Affx-86822844	33012208
2	Affx-86835840	33016452
2	Affx-86789032	33017696
2	Affx-86810036	33020604
2	Affx-86782744	33021276
2	Affx-86797401	33021762
2	Affx-86838674	33022135
2	Affx-86782623	33022753
2	Affx-86810188	33025692
2	Affx-86815841	33037792
2	Affx-86817904	33046498
2	Affx-86819883	33054431
2	Affx-86827823	33060249
2	Affx-86784874	33068145
2	Affx-86821567	33068667
2	Affx-86785436	33080494
2	Affx-86798706	33080827
2	Affx-86778604	33082194
2	Affx-86832936	33082690
2	Affx-86781065	33082924
2	Affx-86798799	33084064
2	Affx-86843737	33086980
2	Affx-86776080	33114924
2	Affx-86776967	33114963
2	Affx-86822836	33144019
2	Affx-86830057	33147336
2	Affx-86835247	33147742
2	Affx-86826436	33205512
2	Affx-86795924	33206881
2	Affx-86838151	33208048
2	Affx-86795613	33237488
2	Affx-86823447	33244681
2	Affx-86810662	33289403
2	Affx-86782322	33290780
2	Affx-86797342	33290975
2	Affx-86825224	33294182
2	Affx-86841142	33294622
2	Affx-86785668	33297436
2	Affx-86788404	33297919
2	Affx-86815230	33299879
2	Affx-86806216	33299914
2	Affx-86792026	33369199
2	Affx-86815447	33369237
2	Affx-86780837	33419640
2	Affx-86811944	33422844
2	Affx-86822736	33422915
2	Affx-86831632	33431465
2	Affx-86833550	33496790
2	Affx-86841008	33512621
2	Affx-86823594	33512888
2	Affx-86843962	33514866
2	Affx-86813059	33563108
2	Affx-86842942	33563222
2	Affx-86795708	33563279
2	Affx-86779490	33563519
2	Affx-86813093	33563814
2	Affx-86815317	33563948
2	Affx-86813089	33564074
2	Affx-86813084	33569674
2	Affx-86813080	33573384
2	Affx-86813078	33575528
2	Affx-86813076	33576001
2	Affx-86827199	33576340
2	Affx-86813074	33577013
2	Affx-86832046	33583740
2	Affx-86796987	33583842
2	Affx-86808729	33583899
2	Affx-86840374	33584156
2	Affx-86808727	33584264
2	Affx-86783649	33585755
2	Affx-86778962	33586079
2	Affx-86775370	33598369
2	Affx-86776869	33598757
2	Affx-86793666	33598788
2	Affx-86778838	33599041
2	Affx-86827685	33599093
2	Affx-86813572	33599535
2	Affx-86803132	33603933
2	Affx-86803131	33604638
2	Affx-86803130	33604857
2	Affx-86803129	33605230
2	Affx-86803128	33606120
2	Affx-86796805	33606782
2	Affx-86803140	33607406
2	Affx-86803139	33607442
2	Affx-86803138	33608052
2	Affx-86803137	33608384
2	Affx-86803136	33608615
2	Affx-86803135	33609302
2	Affx-86803134	33609315
2	Affx-86843227	33612095
2	Affx-86795173	33612647
2	Affx-86821798	33613124
2	Affx-86842116	33615714
